ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_SEC,NUM_BUREAU,NB_PROCURATION,NB_INSCRIT,NB_EMARGEMENT,NB_VOTANT,NB_VOTE_BLANC,NB_VOTE_NUL,NB_EXPRIME,ARTHAUD Nathalie,ROUSSEL Fabien,MACRON Emmanuel,LASSALLE Jean,LE PEN Marine,ZEMMOUR Eric,MELENCHON Jean-Luc,HIDALGO Anne,JADOT Yannick,PECRESSE Valerie,POUTOU Philippe,DUPONT-AIGNAN Nicolas,lat,lon
15-13,Présidentielle,2022,1,2022-04-10,12,59,15,15,13,94.0,1688.0,1390.0,1390,14.0,1.0,1375.0,1,18.0,596.0,26.0,79.0,117.0,242.0,30.0,113.0,129,4.0,20.0,48.84969240208603,2.292006686955136
14-54,Présidentielle,2022,1,2022-04-10,10,56,14,14,54,49.0,1539.0,1176.0,1177,13.0,5.0,1159.0,4,26.0,401.0,18.0,103.0,76.0,330.0,29.0,77.0,68,9.0,18.0,48.82745033154724,2.3096978710244893
7-11,Présidentielle,2022,1,2022-04-10,12,27,07,07,11,70.0,1254.0,1053.0,1053,9.0,2.0,1042.0,1,8.0,463.0,23.0,40.0,153.0,76.0,10.0,46.0,208,2.0,12.0,48.850185433518895,2.3130286315151207
18-9,Présidentielle,2022,1,2022-04-10,18,70,18,18,9,82.0,1628.0,1311.0,1313,12.0,3.0,1298.0,1,25.0,404.0,17.0,49.0,62.0,507.0,36.0,129.0,48,10.0,10.0,48.893756535334866,2.3434464468635636
19-61,Présidentielle,2022,1,2022-04-10,17,73,19,19,61,74.0,1543.0,1189.0,1189,11.0,7.0,1171.0,4,23.0,260.0,19.0,43.0,51.0,606.0,27.0,84.0,36,5.0,13.0,48.88055534442239,2.3712743851004743
20-44,Présidentielle,2022,1,2022-04-10,15,80,20,20,44,89.0,1953.0,1546.0,1543,15.0,4.0,1524.0,7,24.0,323.0,13.0,89.0,56.0,779.0,41.0,124.0,38,12.0,18.0,48.85317024873588,2.4034613679748578
18-27,Présidentielle,2022,1,2022-04-10,18,69,18,18,27,76.0,1452.0,1164.0,1164,12.0,2.0,1150.0,2,22.0,448.0,12.0,40.0,57.0,374.0,25.0,109.0,44,7.0,10.0,48.88400754777912,2.3371857771745237
17-63,Présidentielle,2022,1,2022-04-10,04,65,17,17,63,69.0,1514.0,1196.0,1196,13.0,1.0,1182.0,1,8.0,547.0,13.0,63.0,180.0,144.0,10.0,59.0,138,0.0,19.0,48.876690701465215,2.295066603607127
15-50,Présidentielle,2022,1,2022-04-10,13,57,15,15,50,36.0,1472.0,1106.0,1106,11.0,7.0,1088.0,5,9.0,386.0,14.0,76.0,85.0,322.0,28.0,70.0,75,5.0,13.0,48.83203232636239,2.301785502467222
20-27,Présidentielle,2022,1,2022-04-10,15,78,20,20,27,53.0,1350.0,1041.0,1041,5.0,3.0,1033.0,5,18.0,314.0,16.0,48.0,56.0,380.0,36.0,96.0,49,9.0,6.0,48.86999915602853,2.4057962527169665
16-4,Présidentielle,2022,1,2022-04-10,14,62,16,16,4,98.0,1695.0,1332.0,1334,8.0,4.0,1322.0,1,3.0,699.0,9.0,54.0,272.0,53.0,12.0,29.0,180,3.0,7.0,48.859333960858855,2.270311780437744
14-28,Présidentielle,2022,1,2022-04-10,11,53,14,14,28,123.0,1535.0,1251.0,1251,17.0,2.0,1232.0,1,19.0,541.0,13.0,47.0,86.0,261.0,28.0,126.0,97,4.0,9.0,48.83592222417641,2.330680583958719
17-30,Présidentielle,2022,1,2022-04-10,03,68,17,17,30,60.0,1308.0,1050.0,1050,18.0,1.0,1031.0,3,20.0,393.0,9.0,47.0,58.0,276.0,25.0,110.0,71,3.0,16.0,48.88855993321933,2.3244728529070215
18-43,Présidentielle,2022,1,2022-04-10,03,69,18,18,43,63.0,1734.0,1290.0,1290,13.0,8.0,1269.0,5,18.0,345.0,14.0,93.0,88.0,513.0,28.0,80.0,58,12.0,15.0,48.894582580509706,2.329493820825836
18-21,Présidentielle,2022,1,2022-04-10,18,70,18,18,21,152.0,1740.0,1416.0,1415,15.0,8.0,1392.0,7,18.0,439.0,18.0,51.0,65.0,539.0,33.0,164.0,37,7.0,14.0,48.88484642823342,2.3454121195655917
17-2,Présidentielle,2022,1,2022-04-10,03,67,17,17,2,103.0,1439.0,1189.0,1189,14.0,4.0,1171.0,4,16.0,580.0,17.0,41.0,72.0,195.0,32.0,114.0,83,8.0,9.0,48.88666854776881,2.320623038749283
15-19,Présidentielle,2022,1,2022-04-10,12,59,15,15,19,83.0,1417.0,1171.0,1171,16.0,4.0,1151.0,0,13.0,494.0,12.0,78.0,127.0,155.0,17.0,78.0,156,4.0,17.0,48.850333058813625,2.2965241748497673
17-42,Présidentielle,2022,1,2022-04-10,04,66,17,17,42,83.0,1563.0,1282.0,1282,9.0,2.0,1271.0,0,3.0,642.0,12.0,56.0,229.0,98.0,14.0,61.0,149,0.0,7.0,48.881861363925374,2.299434544875729
12-60,Présidentielle,2022,1,2022-04-10,07,48,12,12,60,77.0,1426.0,1107.0,1107,7.0,7.0,1093.0,5,25.0,329.0,6.0,61.0,66.0,421.0,29.0,100.0,37,10.0,4.0,48.8462154391667,2.3801149392677563
4-11,Présidentielle,2022,1,2022-04-10,07,13,04,01,11,65.0,1041.0,824.0,824,12.0,5.0,807.0,1,11.0,326.0,5.0,42.0,75.0,198.0,18.0,69.0,48,8.0,6.0,48.85715337364875,2.3504532840243564
3-10,Présidentielle,2022,1,2022-04-10,05,12,03,01,10,90.0,1723.0,1329.0,1329,11.0,3.0,1315.0,0,16.0,508.0,9.0,48.0,80.0,389.0,35.0,135.0,71,9.0,15.0,48.8632489863126,2.3550633766667857
9-17,Présidentielle,2022,1,2022-04-10,01,33,09,09,17,99.0,1570.0,1306.0,1306,10.0,3.0,1293.0,0,19.0,571.0,18.0,55.0,124.0,233.0,18.0,126.0,116,4.0,9.0,48.87783909533699,2.328892040912009
13-32,Présidentielle,2022,1,2022-04-10,09,50,13,13,32,42.0,1710.0,1290.0,1291,7.0,7.0,1277.0,8,43.0,294.0,14.0,77.0,92.0,533.0,32.0,98.0,49,16.0,21.0,48.83335065745954,2.3688928331782817
15-6,Présidentielle,2022,1,2022-04-10,12,59,15,15,6,72.0,1666.0,1368.0,1368,12.0,3.0,1353.0,1,18.0,589.0,19.0,47.0,140.0,247.0,17.0,110.0,139,9.0,17.0,48.848349494481084,2.296136707474572
20-6,Présidentielle,2022,1,2022-04-10,15,79,20,20,6,56.0,1429.0,1139.0,1139,13.0,2.0,1124.0,3,24.0,300.0,17.0,51.0,45.0,503.0,26.0,91.0,52,6.0,6.0,48.869317456038274,2.3995085567965098
15-86,Présidentielle,2022,1,2022-04-10,13,60,15,15,86,59.0,1329.0,1083.0,1083,11.0,0.0,1072.0,3,20.0,449.0,21.0,68.0,106.0,189.0,23.0,72.0,103,2.0,16.0,48.840220969939004,2.2845730879223214
1-3,Présidentielle,2022,1,2022-04-10,01,02,01,01,3,112.0,1243.0,1012.0,1012,7.0,3.0,1002.0,1,14.0,418.0,13.0,79.0,53.0,249.0,28.0,73.0,59,7.0,8.0,48.860820044773966,2.3472191006559378
14-15,Présidentielle,2022,1,2022-04-10,11,56,14,14,15,76.0,1588.0,1239.0,1239,17.0,2.0,1220.0,4,22.0,412.0,15.0,59.0,89.0,418.0,31.0,109.0,47,3.0,11.0,48.83622802896429,2.317630123533854
18-15,Présidentielle,2022,1,2022-04-10,18,70,18,18,15,54.0,1457.0,1100.0,1102,17.0,5.0,1080.0,3,21.0,213.0,9.0,54.0,37.0,536.0,39.0,112.0,36,8.0,12.0,48.89397941635673,2.350018626293876
20-37,Présidentielle,2022,1,2022-04-10,15,80,20,20,37,57.0,1573.0,1116.0,1116,13.0,4.0,1099.0,3,22.0,222.0,11.0,64.0,54.0,600.0,14.0,59.0,31,11.0,8.0,48.854527908830285,2.4073852193111565
18-55,Présidentielle,2022,1,2022-04-10,17,71,18,18,55,80.0,1616.0,1217.0,1217,12.0,7.0,1198.0,3,25.0,171.0,8.0,57.0,38.0,720.0,25.0,100.0,28,15.0,8.0,48.8873465334142,2.355117851831783
15-26,Présidentielle,2022,1,2022-04-10,12,58,15,15,26,72.0,1592.0,1278.0,1278,12.0,3.0,1263.0,2,16.0,552.0,8.0,82.0,118.0,241.0,32.0,85.0,106,3.0,18.0,48.846097551746055,2.3004020479700205
19-31,Présidentielle,2022,1,2022-04-10,16,75,19,19,31,63.0,1550.0,1200.0,1200,12.0,6.0,1182.0,5,27.0,284.0,17.0,46.0,63.0,529.0,31.0,123.0,38,6.0,13.0,48.87676723764834,2.3885842620777993
13-57,Présidentielle,2022,1,2022-04-10,10,51,13,13,57,54.0,1561.0,1230.0,1230,9.0,4.0,1217.0,5,30.0,343.0,14.0,74.0,67.0,440.0,35.0,138.0,52,12.0,7.0,48.82880930295542,2.350052311276821
3-7,Présidentielle,2022,1,2022-04-10,05,11,03,01,7,83.0,1441.0,1187.0,1187,10.0,8.0,1169.0,3,14.0,531.0,13.0,35.0,101.0,278.0,31.0,91.0,65,3.0,4.0,48.85801787897877,2.3661860439185083
20-76,Présidentielle,2022,1,2022-04-10,06,77,20,20,76,90.0,2036.0,1452.0,1452,11.0,5.0,1436.0,5,21.0,240.0,6.0,37.0,46.0,924.0,31.0,92.0,14,8.0,12.0,48.871849034069704,2.380247489869921
3-11,Présidentielle,2022,1,2022-04-10,05,12,03,01,11,88.0,1609.0,1276.0,1276,7.0,3.0,1266.0,4,19.0,566.0,8.0,45.0,79.0,336.0,27.0,104.0,64,6.0,8.0,48.86175562611776,2.3567190002832
17-37,Présidentielle,2022,1,2022-04-10,04,66,17,17,37,63.0,1399.0,1160.0,1161,4.0,5.0,1152.0,0,2.0,543.0,11.0,56.0,201.0,94.0,11.0,55.0,169,3.0,7.0,48.88813023448712,2.301564190697039
19-15,Présidentielle,2022,1,2022-04-10,16,76,19,19,15,89.0,1485.0,1194.0,1194,9.0,6.0,1179.0,3,23.0,322.0,8.0,38.0,48.0,527.0,38.0,131.0,26,7.0,8.0,48.87580235845676,2.3860233759362384
13-55,Présidentielle,2022,1,2022-04-10,10,51,13,13,55,39.0,1271.0,972.0,973,16.0,6.0,951.0,2,24.0,294.0,15.0,79.0,53.0,317.0,26.0,60.0,65,8.0,8.0,48.83010015725705,2.343209469816201
15-74,Présidentielle,2022,1,2022-04-10,13,60,15,15,74,59.0,1572.0,1227.0,1227,13.0,3.0,1211.0,1,14.0,498.0,12.0,70.0,136.0,220.0,19.0,92.0,134,4.0,11.0,48.83773805073916,2.2833957350721037
15-65,Présidentielle,2022,1,2022-04-10,13,57,15,15,65,57.0,1376.0,1136.0,1136,21.0,2.0,1113.0,3,17.0,432.0,18.0,60.0,138.0,228.0,20.0,87.0,92,2.0,16.0,48.84133637001086,2.2946928793608494
16-18,Présidentielle,2022,1,2022-04-10,14,62,16,16,18,64.0,1438.0,1124.0,1125,10.0,1.0,1114.0,0,1.0,562.0,8.0,55.0,179.0,71.0,6.0,36.0,189,2.0,5.0,48.85614100050123,2.2681138984071945
18-39,Présidentielle,2022,1,2022-04-10,03,69,18,18,39,85.0,1786.0,1447.0,1447,13.0,6.0,1428.0,3,32.0,445.0,20.0,62.0,82.0,546.0,19.0,133.0,62,10.0,14.0,48.89349347391654,2.335644414397406
15-58,Présidentielle,2022,1,2022-04-10,13,57,15,15,58,64.0,1536.0,1233.0,1233,16.0,9.0,1208.0,0,19.0,524.0,6.0,75.0,83.0,217.0,40.0,121.0,109,8.0,6.0,48.83655043506987,2.300858729119105
11-27,Présidentielle,2022,1,2022-04-10,06,41,11,11,27,102.0,1784.0,1509.0,1509,16.0,3.0,1490.0,7,42.0,478.0,6.0,42.0,63.0,575.0,32.0,178.0,41,13.0,13.0,48.86892923605737,2.3710409297278647
10-20,Présidentielle,2022,1,2022-04-10,05,40,10,10,20,97.0,1360.0,1064.0,1064,12.0,4.0,1048.0,6,17.0,286.0,14.0,56.0,51.0,436.0,29.0,107.0,37,6.0,3.0,48.878161511903194,2.3638618667588402
11-8,Présidentielle,2022,1,2022-04-10,07,44,11,11,8,113.0,1530.0,1232.0,1231,10.0,2.0,1219.0,0,22.0,374.0,8.0,47.0,54.0,479.0,29.0,128.0,51,12.0,15.0,48.851533874722804,2.3807450768229605
20-10,Présidentielle,2022,1,2022-04-10,15,77,20,20,10,44.0,1394.0,965.0,965,9.0,4.0,952.0,6,24.0,181.0,8.0,70.0,47.0,527.0,14.0,40.0,17,5.0,13.0,48.87306997380229,2.3926799433589387
18-8,Présidentielle,2022,1,2022-04-10,18,70,18,18,8,78.0,1472.0,1157.0,1156,14.0,1.0,1141.0,3,20.0,392.0,10.0,45.0,37.0,424.0,29.0,123.0,41,8.0,9.0,48.892400549612354,2.3476304130534937
6-5,Présidentielle,2022,1,2022-04-10,02,21,06,06,5,96.0,1238.0,1014.0,1014,1.0,5.0,1008.0,1,6.0,434.0,14.0,45.0,99.0,191.0,22.0,95.0,87,3.0,11.0,48.85372608220962,2.3385917951237114
17-25,Présidentielle,2022,1,2022-04-10,03,68,17,17,25,57.0,2085.0,1580.0,1584,18.0,11.0,1555.0,5,30.0,446.0,11.0,90.0,96.0,666.0,40.0,102.0,56,3.0,10.0,48.89252175548412,2.3150897829838577
18-26,Présidentielle,2022,1,2022-04-10,18,69,18,18,26,82.0,1481.0,1188.0,1188,12.0,4.0,1172.0,0,19.0,411.0,16.0,46.0,45.0,441.0,34.0,109.0,34,9.0,8.0,48.88412747837965,2.3349926592172463
5-18,Présidentielle,2022,1,2022-04-10,02,18,05,05,18,75.0,1442.0,1147.0,1149,8.0,5.0,1136.0,4,15.0,383.0,24.0,67.0,86.0,335.0,28.0,107.0,67,5.0,15.0,48.83923792096113,2.355668239098709
10-14,Présidentielle,2022,1,2022-04-10,05,40,10,10,14,100.0,1642.0,1242.0,1243,9.0,8.0,1226.0,3,16.0,272.0,11.0,42.0,40.0,634.0,32.0,143.0,17,9.0,7.0,48.87201401115808,2.371540376833685
19-46,Présidentielle,2022,1,2022-04-10,16,74,19,19,46,66.0,1941.0,1300.0,1299,4.0,3.0,1292.0,2,19.0,299.0,8.0,59.0,143.0,572.0,38.0,96.0,42,7.0,7.0,48.891412936742846,2.3923339631983205
11-21,Présidentielle,2022,1,2022-04-10,07,41,11,11,21,91.0,1551.0,1262.0,1262,9.0,3.0,1250.0,2,22.0,423.0,15.0,49.0,72.0,429.0,29.0,126.0,61,7.0,15.0,48.865733678603355,2.367361750006272
7-25,Présidentielle,2022,1,2022-04-10,02,28,07,07,25,65.0,1246.0,1018.0,1018,9.0,3.0,1006.0,1,5.0,491.0,8.0,45.0,154.0,76.0,5.0,42.0,168,2.0,9.0,48.855939727684714,2.297038423571086
19-70,Présidentielle,2022,1,2022-04-10,17,73,19,19,70,43.0,1370.0,963.0,963,13.0,5.0,945.0,3,14.0,201.0,10.0,52.0,49.0,517.0,19.0,46.0,28,3.0,3.0,48.88507095106924,2.3697151789431463
19-6,Présidentielle,2022,1,2022-04-10,16,76,19,19,6,56.0,1405.0,1110.0,1110,10.0,3.0,1097.0,2,27.0,311.0,20.0,44.0,88.0,414.0,23.0,107.0,45,10.0,6.0,48.87849782747433,2.375538630936622
14-32,Présidentielle,2022,1,2022-04-10,11,53,14,14,32,63.0,1403.0,1190.0,1189,19.0,0.0,1170.0,5,24.0,476.0,11.0,58.0,100.0,287.0,24.0,101.0,70,8.0,6.0,48.841943864744465,2.326507402408206
13-21,Présidentielle,2022,1,2022-04-10,09,50,13,13,21,39.0,1660.0,1247.0,1247,23.0,3.0,1221.0,5,10.0,425.0,19.0,137.0,114.0,347.0,17.0,52.0,65,12.0,18.0,48.82078608549312,2.370355016676002
17-16,Présidentielle,2022,1,2022-04-10,03,67,17,17,16,20.0,1492.0,1067.0,1068,15.0,11.0,1042.0,5,14.0,260.0,11.0,87.0,69.0,448.0,21.0,36.0,64,8.0,19.0,48.89023059793377,2.3078139991256137
10-26,Présidentielle,2022,1,2022-04-10,05,37,10,10,26,74.0,1249.0,980.0,980,9.0,4.0,967.0,2,22.0,275.0,6.0,44.0,36.0,428.0,31.0,81.0,32,2.0,8.0,48.88167708723461,2.358002401077562
9-14,Présidentielle,2022,1,2022-04-10,01,33,09,09,14,97.0,1612.0,1335.0,1332,18.0,2.0,1312.0,0,19.0,595.0,13.0,44.0,85.0,295.0,27.0,130.0,84,2.0,18.0,48.88095499157956,2.3332126886033335
19-8,Présidentielle,2022,1,2022-04-10,17,76,19,19,8,31.0,1343.0,904.0,904,8.0,9.0,887.0,6,21.0,197.0,11.0,58.0,63.0,432.0,15.0,42.0,29,8.0,5.0,48.87769811257919,2.372341514758213
12-27,Présidentielle,2022,1,2022-04-10,08,46,12,12,27,37.0,1418.0,1118.0,1118,8.0,4.0,1106.0,2,16.0,354.0,10.0,58.0,52.0,362.0,34.0,130.0,63,6.0,19.0,48.83547682866424,2.395736548507575
7-1,Présidentielle,2022,1,2022-04-10,02,26,07,07,1,54.0,1011.0,831.0,831,11.0,2.0,818.0,1,6.0,425.0,8.0,28.0,103.0,79.0,6.0,42.0,112,0.0,8.0,48.857178133921266,2.319040633017609
12-21,Présidentielle,2022,1,2022-04-10,08,46,12,12,21,80.0,1650.0,1324.0,1325,23.0,2.0,1300.0,5,30.0,463.0,15.0,94.0,93.0,360.0,34.0,102.0,83,3.0,18.0,48.83858836605196,2.3961201370284484
13-6,Présidentielle,2022,1,2022-04-10,09,49,13,13,6,56.0,1201.0,961.0,961,13.0,5.0,943.0,4,12.0,310.0,20.0,53.0,76.0,283.0,39.0,70.0,54,9.0,13.0,48.83858338520985,2.3633647723276585
12-12,Présidentielle,2022,1,2022-04-10,08,46,12,12,12,76.0,1876.0,1552.0,1551,17.0,6.0,1528.0,2,24.0,491.0,21.0,91.0,86.0,541.0,38.0,130.0,84,12.0,8.0,48.84748208213486,2.3850004624297885
13-22,Présidentielle,2022,1,2022-04-10,09,50,13,13,22,9.0,1669.0,1163.0,1163,20.0,13.0,1130.0,9,15.0,292.0,13.0,138.0,72.0,462.0,33.0,30.0,38,8.0,20.0,48.82234577709151,2.3769585453432205
18-65,Présidentielle,2022,1,2022-04-10,17,72,18,18,65,15.0,1802.0,1132.0,1132,14.0,15.0,1103.0,3,10.0,251.0,12.0,130.0,61.0,547.0,16.0,24.0,34,9.0,6.0,48.89914936040919,2.3650050517517984
14-36,Présidentielle,2022,1,2022-04-10,11,54,14,14,36,44.0,1333.0,1031.0,1031,12.0,7.0,1012.0,6,12.0,286.0,11.0,65.0,84.0,374.0,26.0,67.0,63,8.0,10.0,48.828646767060725,2.335982837537
13-29,Présidentielle,2022,1,2022-04-10,09,50,13,13,29,24.0,1311.0,926.0,926,10.0,8.0,908.0,6,28.0,229.0,12.0,101.0,56.0,374.0,12.0,27.0,39,7.0,17.0,48.83243481500621,2.3652101216261823
13-47,Présidentielle,2022,1,2022-04-10,10,51,13,13,47,87.0,1818.0,1513.0,1513,28.0,6.0,1479.0,8,33.0,469.0,12.0,95.0,74.0,498.0,53.0,134.0,79,16.0,8.0,48.823019287086666,2.345139561315075
14-43,Présidentielle,2022,1,2022-04-10,10,55,14,14,43,48.0,1509.0,1216.0,1216,11.0,1.0,1204.0,3,25.0,437.0,14.0,52.0,87.0,347.0,25.0,116.0,74,5.0,19.0,48.824689288243505,2.3208259078366504
20-56,Présidentielle,2022,1,2022-04-10,08,80,20,20,56,21.0,1367.0,965.0,965,9.0,2.0,954.0,2,20.0,252.0,11.0,79.0,54.0,409.0,29.0,44.0,39,5.0,10.0,48.84781679982843,2.4116575037833146
13-11,Présidentielle,2022,1,2022-04-10,09,50,13,13,11,19.0,1512.0,1123.0,1124,16.0,1.0,1107.0,6,23.0,300.0,17.0,97.0,65.0,450.0,15.0,55.0,54,6.0,19.0,48.83029544185357,2.363413587117874
16-33,Présidentielle,2022,1,2022-04-10,14,61,16,16,33,100.0,1555.0,1311.0,1311,6.0,6.0,1299.0,0,14.0,614.0,12.0,49.0,202.0,138.0,14.0,75.0,172,1.0,8.0,48.847066125981314,2.267158262016439
18-60,Présidentielle,2022,1,2022-04-10,17,72,18,18,60,86.0,1691.0,1309.0,1310,16.0,7.0,1287.0,6,24.0,271.0,5.0,60.0,47.0,631.0,38.0,134.0,40,14.0,17.0,48.888077255778306,2.3635823297519263
16-24,Présidentielle,2022,1,2022-04-10,14,61,16,16,24,63.0,1505.0,1141.0,1151,5.0,5.0,1141.0,0,3.0,506.0,9.0,90.0,187.0,85.0,9.0,47.0,192,2.0,11.0,48.85070435886961,2.260053745493981
10-39,Présidentielle,2022,1,2022-04-10,05,38,10,10,39,98.0,1662.0,1330.0,1330,11.0,5.0,1314.0,2,23.0,415.0,15.0,51.0,61.0,519.0,37.0,134.0,38,7.0,12.0,48.87081587553064,2.352734891225214
15-76,Présidentielle,2022,1,2022-04-10,13,60,15,15,76,20.0,1214.0,843.0,843,10.0,9.0,824.0,6,16.0,202.0,9.0,88.0,52.0,363.0,14.0,27.0,32,6.0,9.0,48.831479450215035,2.272507313527235
12-37,Présidentielle,2022,1,2022-04-10,08,45,12,12,37,43.0,1365.0,1040.0,1040,11.0,9.0,1020.0,2,19.0,274.0,14.0,93.0,71.0,393.0,17.0,64.0,55,10.0,8.0,48.84293354362654,2.4102826337476113
20-42,Présidentielle,2022,1,2022-04-10,15,80,20,20,42,59.0,1530.0,1180.0,1180,20.0,2.0,1158.0,3,22.0,239.0,14.0,75.0,84.0,538.0,38.0,86.0,40,7.0,12.0,48.859374839031524,2.404489525037539
