ID_BVOTE,SCRUTIN,ANNEE,TOUR,DATE,NUM_CIRC,NUM_QUARTIER,NUM_ARROND,NUM_SEC,NUM_BUREAU,NB_PROCURATION,NB_INSCRIT,NB_EMARGEMENT,NB_VOTANT,NB_VOTE_BLANC,NB_VOTE_NUL,NB_EXPRIME,ARTHAUD Nathalie,ROUSSEL Fabien,MACRON Emmanuel,LASSALLE Jean,LE PEN Marine,ZEMMOUR Eric,MELENCHON Jean-Luc,HIDALGO Anne,JADOT Yannick,PECRESSE Valerie,POUTOU Philippe,DUPONT-AIGNAN Nicolas,lat,lon
8-2,Présidentielle,2022,1,2022-04-10,01,32,08,08,2,79.0,1403.0,1149.0,1151,7.0,4.0,1140.0,1,2.0,533.0,11.0,66.0,187.0,117.0,10.0,46.0,158,1.0,8.0,48.87582293628963,2.312111245410252
10-2,Présidentielle,2022,1,2022-04-10,05,39,10,10,2,130.0,1745.0,1372.0,1372,18.0,4.0,1350.0,4,16.0,428.0,15.0,47.0,60.0,535.0,43.0,147.0,44,9.0,2.0,48.87114970706358,2.3560950962559093
8-15,Présidentielle,2022,1,2022-04-10,01,30,08,08,15,78.0,1604.0,1264.0,1265,3.0,0.0,1262.0,1,5.0,640.0,11.0,68.0,201.0,114.0,17.0,57.0,139,3.0,6.0,48.87592278951314,2.2992798888732997
6-8,Présidentielle,2022,1,2022-04-10,02,24,06,06,8,71.0,1050.0,851.0,851,4.0,2.0,845.0,4,17.0,427.0,8.0,25.0,75.0,119.0,16.0,55.0,84,5.0,10.0,48.85705853300209,2.334564608755204
16-47,Présidentielle,2022,1,2022-04-10,14,61,16,16,47,39.0,1616.0,1265.0,1267,16.0,7.0,1244.0,5,22.0,485.0,13.0,110.0,172.0,207.0,12.0,50.0,144,7.0,17.0,48.83816610832606,2.2625647138111624
12-32,Présidentielle,2022,1,2022-04-10,08,45,12,12,32,56.0,1493.0,1216.0,1216,15.0,7.0,1194.0,5,26.0,444.0,11.0,46.0,87.0,312.0,36.0,110.0,93,7.0,17.0,48.84607000333268,2.4075091882990494
14-13,Présidentielle,2022,1,2022-04-10,11,55,14,14,13,67.0,1515.0,1183.0,1183,11.0,2.0,1170.0,2,20.0,452.0,15.0,44.0,76.0,293.0,39.0,123.0,90,3.0,13.0,48.82565310915359,2.3305514827974942
7-12,Présidentielle,2022,1,2022-04-10,12,27,07,07,12,74.0,1283.0,1050.0,1050,3.0,0.0,1047.0,1,7.0,545.0,9.0,46.0,147.0,71.0,9.0,40.0,166,2.0,4.0,48.8517759409495,2.3073124862413055
14-5,Présidentielle,2022,1,2022-04-10,11,55,14,14,5,86.0,1387.0,1148.0,1147,7.0,5.0,1135.0,5,23.0,459.0,14.0,42.0,54.0,308.0,27.0,102.0,87,4.0,10.0,48.82959047977778,2.330965914154471
19-3,Présidentielle,2022,1,2022-04-10,16,76,19,19,3,25.0,1081.0,819.0,819,3.0,5.0,811.0,3,19.0,209.0,11.0,51.0,58.0,326.0,18.0,73.0,28,3.0,12.0,48.88329541656554,2.3784415690491314
17-19,Présidentielle,2022,1,2022-04-10,03,68,17,17,19,24.0,1277.0,863.0,863,11.0,4.0,848.0,1,11.0,202.0,11.0,70.0,41.0,421.0,12.0,35.0,27,5.0,12.0,48.89851774596766,2.3216929624951455
16-13,Présidentielle,2022,1,2022-04-10,14,62,16,16,13,65.0,1459.0,1182.0,1182,4.0,2.0,1176.0,0,5.0,571.0,9.0,58.0,202.0,89.0,12.0,51.0,166,3.0,10.0,48.85853309115004,2.2794680325193504
11-34,Présidentielle,2022,1,2022-04-10,06,42,11,11,34,81.0,1764.0,1307.0,1306,10.0,1.0,1295.0,8,25.0,336.0,12.0,71.0,73.0,562.0,37.0,120.0,29,9.0,13.0,48.86546361125782,2.3807340638198236
12-28,Présidentielle,2022,1,2022-04-10,08,46,12,12,28,51.0,1405.0,1042.0,1042,16.0,6.0,1020.0,7,29.0,285.0,7.0,91.0,60.0,362.0,28.0,71.0,58,10.0,12.0,48.83490468131336,2.3945604133615235
20-62,Présidentielle,2022,1,2022-04-10,06,79,20,20,62,48.0,1505.0,1102.0,1102,19.0,1.0,1082.0,13,27.0,215.0,12.0,61.0,66.0,575.0,17.0,61.0,19,8.0,8.0,48.864436733864835,2.3872609054679588
20-61,Présidentielle,2022,1,2022-04-10,06,79,20,20,61,67.0,1492.0,1182.0,1185,12.0,3.0,1170.0,4,29.0,286.0,5.0,38.0,47.0,588.0,26.0,104.0,22,11.0,10.0,48.86277971303473,2.3911906882268377
11-7,Présidentielle,2022,1,2022-04-10,07,44,11,11,7,66.0,1542.0,1220.0,1220,17.0,4.0,1199.0,5,27.0,411.0,10.0,51.0,65.0,420.0,35.0,124.0,39,4.0,8.0,48.85238315926177,2.3779614605750194
4-1,Présidentielle,2022,1,2022-04-10,07,14,04,01,1,70.0,1268.0,951.0,951,5.0,5.0,941.0,4,23.0,316.0,7.0,68.0,97.0,256.0,25.0,52.0,71,14.0,8.0,48.85509426907016,2.3559369291338337
16-39,Présidentielle,2022,1,2022-04-10,14,61,16,16,39,62.0,1527.0,1201.0,1202,8.0,1.0,1193.0,3,6.0,556.0,16.0,61.0,169.0,141.0,11.0,72.0,139,2.0,17.0,48.842424874587216,2.268639220791697
12-47,Présidentielle,2022,1,2022-04-10,08,47,12,12,47,53.0,1446.0,1054.0,1058,11.0,5.0,1042.0,0,18.0,289.0,15.0,99.0,63.0,384.0,28.0,66.0,63,5.0,12.0,48.83867918941721,2.3798244061348557
20-72,Présidentielle,2022,1,2022-04-10,06,77,20,20,72,85.0,1716.0,1287.0,1288,15.0,4.0,1269.0,1,27.0,206.0,12.0,56.0,39.0,749.0,34.0,91.0,27,15.0,12.0,48.87049893702301,2.3883122349631485
6-22,Présidentielle,2022,1,2022-04-10,11,23,06,06,22,97.0,1336.0,1126.0,1126,5.0,1.0,1120.0,2,14.0,541.0,8.0,34.0,118.0,185.0,10.0,86.0,109,4.0,9.0,48.841803028477756,2.3342427901981333
12-51,Présidentielle,2022,1,2022-04-10,07,48,12,12,51,59.0,1533.0,1172.0,1175,14.0,6.0,1155.0,4,19.0,382.0,16.0,62.0,67.0,426.0,31.0,69.0,61,3.0,15.0,48.84407178349361,2.3717826965723687
13-68,Présidentielle,2022,1,2022-04-10,09,50,13,13,68,68.0,1591.0,1272.0,1273,12.0,6.0,1255.0,6,21.0,356.0,20.0,62.0,70.0,498.0,36.0,119.0,42,14.0,11.0,48.826458196499544,2.370272880139566
12-11,Présidentielle,2022,1,2022-04-10,08,46,12,12,11,71.0,1318.0,1042.0,1042,13.0,3.0,1026.0,7,27.0,298.0,10.0,77.0,91.0,316.0,31.0,96.0,60,7.0,6.0,48.844478048250785,2.3844207734210774
17-38,Présidentielle,2022,1,2022-04-10,04,66,17,17,38,47.0,1470.0,1147.0,1152,13.0,10.0,1129.0,2,17.0,361.0,15.0,102.0,123.0,327.0,13.0,33.0,109,7.0,20.0,48.887856742892986,2.298065903256059
8-17,Présidentielle,2022,1,2022-04-10,01,29,08,08,17,31.0,913.0,649.0,649,6.0,1.0,642.0,0,0.0,308.0,5.0,55.0,112.0,72.0,6.0,24.0,53,3.0,4.0,48.86620020357731,2.3114893618906938
15-22,Présidentielle,2022,1,2022-04-10,12,59,15,15,22,76.0,1462.0,1174.0,1174,4.0,2.0,1168.0,0,15.0,579.0,13.0,49.0,127.0,165.0,15.0,69.0,130,2.0,4.0,48.84916036552661,2.3009131131939435
18-47,Présidentielle,2022,1,2022-04-10,03,69,18,18,47,86.0,1321.0,1092.0,1092,9.0,11.0,1072.0,2,23.0,390.0,11.0,47.0,37.0,353.0,20.0,138.0,37,5.0,9.0,48.893998804281445,2.338949396540412
14-23,Présidentielle,2022,1,2022-04-10,11,56,14,14,23,55.0,1560.0,1254.0,1254,11.0,7.0,1236.0,7,32.0,387.0,16.0,70.0,69.0,418.0,22.0,137.0,57,8.0,13.0,48.832065509172224,2.322774434219275
2-6,Présidentielle,2022,1,2022-04-10,01,07,02,01,6,70.0,1455.0,1184.0,1184,13.0,4.0,1167.0,3,19.0,556.0,14.0,45.0,99.0,236.0,20.0,94.0,68,3.0,10.0,48.865851739646274,2.3441828535635736
3-2,Présidentielle,2022,1,2022-04-10,05,10,03,01,2,79.0,1551.0,1216.0,1216,11.0,1.0,1204.0,9,21.0,485.0,11.0,52.0,56.0,362.0,32.0,110.0,56,4.0,6.0,48.8656663530734,2.3629401690277674
8-6,Présidentielle,2022,1,2022-04-10,01,32,08,08,6,102.0,1418.0,1205.0,1205,17.0,3.0,1185.0,3,9.0,534.0,19.0,58.0,127.0,181.0,18.0,76.0,141,6.0,13.0,48.88124292359146,2.3209569655862112
14-26,Présidentielle,2022,1,2022-04-10,11,53,14,14,26,41.0,1278.0,1012.0,1012,7.0,2.0,1003.0,1,22.0,404.0,19.0,55.0,71.0,225.0,19.0,87.0,83,4.0,13.0,48.83381975832292,2.3377049053294945
14-41,Présidentielle,2022,1,2022-04-10,10,54,14,14,41,97.0,1756.0,1420.0,1420,14.0,4.0,1402.0,1,23.0,534.0,11.0,54.0,90.0,421.0,39.0,113.0,104,4.0,8.0,48.82013372520821,2.336901404665788
14-55,Présidentielle,2022,1,2022-04-10,10,56,14,14,55,36.0,1751.0,1313.0,1313,20.0,5.0,1288.0,6,28.0,390.0,16.0,98.0,95.0,425.0,35.0,77.0,92,4.0,22.0,48.82555024775716,2.3163602791998708
15-2,Présidentielle,2022,1,2022-04-10,12,57,15,15,2,103.0,1366.0,1134.0,1134,11.0,4.0,1119.0,1,10.0,498.0,13.0,52.0,133.0,173.0,18.0,74.0,140,4.0,3.0,48.84056883266287,2.3018979353743636
18-14,Présidentielle,2022,1,2022-04-10,18,70,18,18,14,74.0,1892.0,1385.0,1385,8.0,5.0,1372.0,5,27.0,324.0,13.0,68.0,50.0,689.0,32.0,113.0,33,8.0,10.0,48.895846975583545,2.3500898353991713
20-33,Présidentielle,2022,1,2022-04-10,15,80,20,20,33,15.0,1445.0,923.0,923,9.0,8.0,906.0,4,22.0,173.0,8.0,98.0,44.0,484.0,19.0,27.0,13,6.0,8.0,48.86211678629697,2.411987606384063
15-67,Présidentielle,2022,1,2022-04-10,13,57,15,15,67,76.0,1645.0,1285.0,1284,23.0,7.0,1254.0,1,19.0,524.0,16.0,73.0,124.0,280.0,21.0,94.0,88,6.0,8.0,48.83887562775003,2.291395270586177
17-15,Présidentielle,2022,1,2022-04-10,03,67,17,17,15,67.0,1452.0,1177.0,1178,13.0,1.0,1164.0,0,11.0,499.0,14.0,78.0,133.0,204.0,13.0,64.0,141,3.0,4.0,48.88868588237849,2.3072578950610647
9-7,Présidentielle,2022,1,2022-04-10,01,34,09,09,7,66.0,1419.0,1121.0,1121,18.0,3.0,1100.0,3,13.0,464.0,18.0,58.0,134.0,199.0,28.0,82.0,93,4.0,4.0,48.872849888260085,2.329778325443047
12-31,Présidentielle,2022,1,2022-04-10,08,45,12,12,31,58.0,1405.0,1115.0,1117,14.0,5.0,1098.0,6,19.0,363.0,11.0,49.0,81.0,334.0,34.0,110.0,67,7.0,17.0,48.846152613831876,2.4045709966632893
5-16,Présidentielle,2022,1,2022-04-10,02,18,05,05,16,88.0,1502.0,1244.0,1244,11.0,3.0,1230.0,2,17.0,467.0,9.0,50.0,78.0,386.0,35.0,96.0,69,7.0,14.0,48.839609420411264,2.351621687304778
13-42,Présidentielle,2022,1,2022-04-10,10,51,13,13,42,13.0,1551.0,1109.0,1109,15.0,6.0,1088.0,7,13.0,239.0,19.0,108.0,66.0,495.0,28.0,44.0,45,8.0,16.0,48.818431507510375,2.3564466696850856
14-53,Présidentielle,2022,1,2022-04-10,10,56,14,14,53,19.0,1471.0,1051.0,1051,16.0,7.0,1028.0,7,24.0,301.0,18.0,102.0,63.0,379.0,22.0,52.0,36,11.0,13.0,48.82833901399143,2.306570444461804
12-2,Présidentielle,2022,1,2022-04-10,08,46,12,12,2,67.0,1320.0,1054.0,1054,17.0,3.0,1034.0,2,25.0,342.0,14.0,64.0,75.0,317.0,32.0,97.0,50,4.0,12.0,48.83994082880645,2.3931106318798787
14-40,Présidentielle,2022,1,2022-04-10,10,54,14,14,40,54.0,1590.0,1272.0,1272,6.0,3.0,1263.0,3,23.0,435.0,7.0,63.0,76.0,392.0,46.0,118.0,78,5.0,17.0,48.82313368557708,2.3412704687284807
20-68,Présidentielle,2022,1,2022-04-10,06,79,20,20,68,54.0,1504.0,1129.0,1132,5.0,5.0,1122.0,10,21.0,218.0,10.0,49.0,37.0,639.0,14.0,91.0,17,7.0,9.0,48.86784425814443,2.389537392693086
6-18,Présidentielle,2022,1,2022-04-10,11,23,06,06,18,62.0,1033.0,873.0,873,10.0,3.0,860.0,0,9.0,395.0,9.0,40.0,111.0,112.0,20.0,56.0,98,3.0,7.0,48.845136131017306,2.3268797656336044
10-35,Présidentielle,2022,1,2022-04-10,05,38,10,10,35,86.0,1404.0,1132.0,1131,5.0,6.0,1120.0,3,14.0,443.0,6.0,48.0,68.0,328.0,31.0,115.0,44,9.0,11.0,48.874543094305636,2.350183249539021
12-53,Présidentielle,2022,1,2022-04-10,07,48,12,12,53,0.0,1641.0,1327.0,1329,11.0,7.0,1311.0,4,16.0,498.0,16.0,51.0,68.0,403.0,44.0,137.0,64,4.0,6.0,48.84799260648645,2.3703138394823875
4-7,Présidentielle,2022,1,2022-04-10,07,15,04,01,7,81.0,1329.0,1082.0,1082,16.0,3.0,1063.0,1,17.0,458.0,18.0,61.0,106.0,192.0,38.0,89.0,65,6.0,12.0,48.851924589512045,2.366291692581843
18-20,Présidentielle,2022,1,2022-04-10,18,70,18,18,20,89.0,1768.0,1394.0,1394,17.0,7.0,1370.0,8,38.0,381.0,20.0,46.0,46.0,564.0,41.0,159.0,44,10.0,13.0,48.88518918133008,2.3478272204130333
15-57,Présidentielle,2022,1,2022-04-10,13,57,15,15,57,65.0,1567.0,1284.0,1283,22.0,3.0,1258.0,5,18.0,607.0,16.0,67.0,104.0,203.0,25.0,102.0,103,1.0,7.0,48.83746975123956,2.29633622282218
16-22,Présidentielle,2022,1,2022-04-10,14,61,16,16,22,103.0,1679.0,1313.0,1313,21.0,1.0,1291.0,2,4.0,601.0,16.0,76.0,219.0,101.0,8.0,40.0,209,3.0,12.0,48.853747002150044,2.267271110642355
18-29,Présidentielle,2022,1,2022-04-10,18,69,18,18,29,115.0,1657.0,1331.0,1331,12.0,1.0,1318.0,3,23.0,514.0,16.0,50.0,76.0,387.0,25.0,138.0,66,10.0,10.0,48.88668235905259,2.332573764002692
20-69,Présidentielle,2022,1,2022-04-10,06,79,20,20,69,86.0,1550.0,1205.0,1205,15.0,3.0,1187.0,6,25.0,236.0,13.0,47.0,48.0,659.0,29.0,87.0,22,11.0,4.0,48.86657738253476,2.385623740349854
4-13,Présidentielle,2022,1,2022-04-10,07,13,04,01,13,86.0,1646.0,1253.0,1253,7.0,1.0,1245.0,1,21.0,479.0,8.0,71.0,93.0,370.0,30.0,102.0,51,6.0,13.0,48.860128873834086,2.351797626839907
20-34,Présidentielle,2022,1,2022-04-10,15,80,20,20,34,30.0,1472.0,1031.0,1031,15.0,7.0,1009.0,6,15.0,198.0,9.0,95.0,65.0,520.0,21.0,36.0,23,12.0,9.0,48.85836918135714,2.4100058436085177
20-13,Présidentielle,2022,1,2022-04-10,15,77,20,20,13,84.0,1528.0,1240.0,1240,11.0,11.0,1218.0,6,31.0,281.0,10.0,50.0,40.0,622.0,25.0,120.0,19,3.0,11.0,48.87418114193242,2.3909388601758397
20-5,Présidentielle,2022,1,2022-04-10,15,79,20,20,5,70.0,1375.0,1138.0,1140,20.0,4.0,1116.0,0,36.0,351.0,9.0,45.0,52.0,427.0,26.0,122.0,36,8.0,4.0,48.86665929451442,2.398934428655571
7-14,Présidentielle,2022,1,2022-04-10,12,27,07,07,14,93.0,1367.0,1127.0,1127,7.0,1.0,1119.0,0,13.0,550.0,17.0,58.0,141.0,109.0,6.0,62.0,154,0.0,9.0,48.84846100912339,2.311280678675644
16-64,Présidentielle,2022,1,2022-04-10,04,64,16,16,64,56.0,1298.0,993.0,992,10.0,1.0,981.0,3,2.0,450.0,4.0,56.0,172.0,102.0,3.0,25.0,151,3.0,10.0,48.86343575928678,2.293991110625479
4-9,Présidentielle,2022,1,2022-04-10,07,16,04,01,9,72.0,1128.0,918.0,918,6.0,1.0,911.0,1,22.0,425.0,9.0,44.0,85.0,162.0,10.0,55.0,88,1.0,9.0,48.85132007246511,2.3577817666186016
11-41,Présidentielle,2022,1,2022-04-10,06,43,11,11,41,97.0,1771.0,1352.0,1352,15.0,3.0,1334.0,5,38.0,360.0,12.0,98.0,74.0,554.0,35.0,116.0,25,8.0,9.0,48.85969256452953,2.3873785418586295
15-87,Présidentielle,2022,1,2022-04-10,13,60,15,15,87,80.0,1513.0,1217.0,1217,17.0,1.0,1199.0,1,13.0,477.0,13.0,63.0,109.0,277.0,20.0,89.0,112,4.0,21.0,48.839001529893906,2.2859062064989066
14-8,Présidentielle,2022,1,2022-04-10,11,55,14,14,8,72.0,1476.0,1235.0,1235,12.0,0.0,1223.0,5,19.0,490.0,16.0,63.0,87.0,277.0,30.0,115.0,101,10.0,10.0,48.82898057271805,2.32701730514767
13-34,Présidentielle,2022,1,2022-04-10,09,50,13,13,34,67.0,2101.0,1735.0,1736,23.0,7.0,1706.0,7,32.0,520.0,31.0,85.0,105.0,641.0,59.0,113.0,78,9.0,26.0,48.83170185147815,2.3775262236719406
19-51,Présidentielle,2022,1,2022-04-10,17,73,19,19,51,43.0,1631.0,1101.0,1101,18.0,8.0,1075.0,5,17.0,254.0,8.0,89.0,112.0,478.0,12.0,50.0,34,6.0,10.0,48.8924275249649,2.3719966883303685
15-34,Présidentielle,2022,1,2022-04-10,12,58,15,15,34,90.0,1648.0,1330.0,1329,14.0,2.0,1313.0,2,15.0,555.0,19.0,60.0,135.0,248.0,24.0,102.0,140,3.0,10.0,48.84472283058605,2.3157433631202045
18-49,Présidentielle,2022,1,2022-04-10,18,69,18,18,49,17.0,1170.0,772.0,772,11.0,4.0,757.0,3,13.0,138.0,4.0,77.0,33.0,442.0,15.0,9.0,15,2.0,6.0,48.89972411630878,2.3380680792518804
14-45,Présidentielle,2022,1,2022-04-10,10,55,14,14,45,48.0,1562.0,1123.0,1123,10.0,11.0,1102.0,5,21.0,249.0,19.0,89.0,68.0,522.0,23.0,49.0,41,4.0,12.0,48.82236463011968,2.3205958784741236
19-43,Présidentielle,2022,1,2022-04-10,16,74,19,19,43,26.0,1400.0,905.0,907,12.0,3.0,892.0,4,14.0,179.0,9.0,75.0,73.0,462.0,12.0,23.0,24,4.0,13.0,48.89434524101644,2.3738968266610696
15-68,Présidentielle,2022,1,2022-04-10,13,57,15,15,68,81.0,1714.0,1355.0,1355,16.0,6.0,1333.0,5,18.0,585.0,16.0,79.0,118.0,257.0,17.0,95.0,125,5.0,13.0,48.83696459924645,2.2921726703139282
3-9,Présidentielle,2022,1,2022-04-10,05,12,03,01,9,104.0,1640.0,1255.0,1255,13.0,5.0,1237.0,3,17.0,496.0,17.0,51.0,72.0,351.0,41.0,111.0,67,3.0,8.0,48.862913040524454,2.3521921621269155
13-5,Présidentielle,2022,1,2022-04-10,09,49,13,13,5,54.0,1527.0,1211.0,1211,17.0,6.0,1188.0,1,35.0,391.0,18.0,71.0,86.0,368.0,40.0,98.0,60,9.0,11.0,48.83455486387303,2.3608667579947404
15-92,Présidentielle,2022,1,2022-04-10,13,60,15,15,92,39.0,1566.0,1231.0,1231,16.0,5.0,1210.0,3,18.0,460.0,24.0,97.0,111.0,263.0,37.0,71.0,99,8.0,19.0,48.84262154793023,2.2873591038890506
13-30,Présidentielle,2022,1,2022-04-10,09,50,13,13,30,55.0,1718.0,1377.0,1377,20.0,5.0,1352.0,5,43.0,323.0,17.0,110.0,88.0,531.0,49.0,113.0,61,5.0,7.0,48.83154359631914,2.368276385898395
5-3,Présidentielle,2022,1,2022-04-10,02,20,05,05,3,85.0,1651.0,1286.0,1286,9.0,0.0,1277.0,2,18.0,459.0,13.0,67.0,127.0,318.0,37.0,106.0,112,9.0,9.0,48.851762241047496,2.345346059954658
15-3,Présidentielle,2022,1,2022-04-10,12,57,15,15,3,50.0,1309.0,1024.0,1023,11.0,1.0,1011.0,5,15.0,368.0,14.0,79.0,90.0,227.0,25.0,80.0,87,6.0,15.0,48.84303785838316,2.2987266014090872
14-2,Présidentielle,2022,1,2022-04-10,11,55,14,14,2,56.0,1488.0,1209.0,1209,8.0,11.0,1190.0,7,26.0,420.0,11.0,69.0,102.0,321.0,31.0,114.0,73,3.0,13.0,48.83092696330288,2.326186081144419
17-54,Présidentielle,2022,1,2022-04-10,04,65,17,17,54,89.0,1649.0,1354.0,1354,15.0,0.0,1339.0,0,11.0,615.0,15.0,73.0,230.0,128.0,11.0,59.0,183,0.0,14.0,48.880413726273964,2.293078900788082
14-7,Présidentielle,2022,1,2022-04-10,11,55,14,14,7,77.0,1456.0,1217.0,1218,15.0,8.0,1195.0,3,30.0,425.0,10.0,56.0,101.0,329.0,23.0,120.0,82,6.0,10.0,48.82708816197212,2.329108779237194
18-50,Présidentielle,2022,1,2022-04-10,18,69,18,18,50,0.0,1162.0,755.0,741,12.0,9.0,720.0,3,9.0,146.0,4.0,80.0,19.0,404.0,13.0,16.0,19,2.0,5.0,48.899523360258875,2.3420616268141403
12-54,Présidentielle,2022,1,2022-04-10,07,48,12,12,54,72.0,1385.0,988.0,988,11.0,4.0,973.0,5,22.0,332.0,14.0,70.0,99.0,276.0,28.0,65.0,41,10.0,11.0,48.85084013652167,2.3700582405440915
16-32,Présidentielle,2022,1,2022-04-10,14,61,16,16,32,77.0,1556.0,1259.0,1259,15.0,4.0,1240.0,4,8.0,545.0,16.0,79.0,160.0,183.0,13.0,54.0,167,1.0,10.0,48.84535463182648,2.270505731413552
11-13,Présidentielle,2022,1,2022-04-10,07,43,11,11,13,87.0,1726.0,1386.0,1387,14.0,2.0,1371.0,3,26.0,464.0,8.0,49.0,67.0,475.0,53.0,166.0,38,12.0,10.0,48.85799685991928,2.377913267652235
7-20,Présidentielle,2022,1,2022-04-10,02,28,07,07,20,73.0,1298.0,1065.0,1067,13.0,2.0,1052.0,1,11.0,473.0,16.0,57.0,167.0,113.0,13.0,41.0,149,3.0,8.0,48.86178229478833,2.307923135454572
16-57,Présidentielle,2022,1,2022-04-10,04,63,16,16,57,71.0,1544.0,1183.0,1186,12.0,2.0,1172.0,0,7.0,498.0,22.0,65.0,268.0,91.0,7.0,34.0,159,3.0,18.0,48.868276812339815,2.283961612612837
19-34,Présidentielle,2022,1,2022-04-10,16,75,19,19,34,31.0,1273.0,989.0,989,10.0,7.0,972.0,2,21.0,255.0,10.0,48.0,70.0,401.0,28.0,77.0,41,7.0,12.0,48.87872763426256,2.396669652897224
16-54,Présidentielle,2022,1,2022-04-10,04,63,16,16,54,56.0,1470.0,1099.0,1100,5.0,3.0,1092.0,0,1.0,543.0,7.0,48.0,216.0,82.0,9.0,20.0,158,2.0,6.0,48.87559123568487,2.281036984301944
15-64,Présidentielle,2022,1,2022-04-10,13,57,15,15,64,76.0,1397.0,1130.0,1130,10.0,2.0,1118.0,0,17.0,461.0,22.0,79.0,120.0,202.0,17.0,67.0,121,5.0,7.0,48.84148447500612,2.2975639971989326
15-32,Présidentielle,2022,1,2022-04-10,12,58,15,15,32,76.0,1517.0,1288.0,1288,13.0,2.0,1273.0,1,16.0,545.0,17.0,73.0,155.0,173.0,28.0,107.0,138,2.0,18.0,48.84284658038806,2.310622779424324
13-45,Présidentielle,2022,1,2022-04-10,10,51,13,13,45,46.0,1486.0,1074.0,1074,8.0,7.0,1059.0,6,21.0,305.0,11.0,75.0,59.0,445.0,20.0,52.0,52,7.0,6.0,48.82171461516395,2.3471114476083543
13-13,Présidentielle,2022,1,2022-04-10,09,50,13,13,13,69.0,1697.0,1396.0,1396,20.0,11.0,1365.0,8,25.0,400.0,15.0,71.0,86.0,500.0,41.0,127.0,66,9.0,17.0,48.828657962795944,2.370491274187185
14-19,Présidentielle,2022,1,2022-04-10,11,56,14,14,19,53.0,1722.0,1329.0,1329,18.0,5.0,1306.0,3,22.0,386.0,16.0,75.0,62.0,503.0,36.0,132.0,52,13.0,6.0,48.833513317960666,2.319790702091064
16-44,Présidentielle,2022,1,2022-04-10,14,61,16,16,44,46.0,1296.0,939.0,940,8.0,9.0,923.0,4,11.0,269.0,19.0,105.0,157.0,257.0,17.0,19.0,52,4.0,9.0,48.83873511789801,2.2547584398785516
18-32,Présidentielle,2022,1,2022-04-10,18,69,18,18,32,84.0,1787.0,1345.0,1347,15.0,8.0,1324.0,8,24.0,475.0,9.0,71.0,91.0,392.0,36.0,127.0,75,6.0,10.0,48.8896119890391,2.328939126194034
6-7,Présidentielle,2022,1,2022-04-10,02,24,06,06,7,63.0,1021.0,816.0,816,10.0,2.0,804.0,1,9.0,408.0,11.0,25.0,72.0,126.0,11.0,44.0,86,2.0,9.0,48.85304807796169,2.3315465917339027
15-63,Présidentielle,2022,1,2022-04-10,13,57,15,15,63,70.0,1421.0,1155.0,1155,14.0,1.0,1140.0,1,18.0,479.0,12.0,53.0,123.0,197.0,32.0,90.0,119,2.0,14.0,48.83938409970088,2.2981348056530475
11-42,Présidentielle,2022,1,2022-04-10,06,43,11,11,42,33.0,1522.0,1133.0,1134,21.0,2.0,1111.0,9,30.0,267.0,10.0,96.0,55.0,460.0,35.0,96.0,36,8.0,9.0,48.85794761883589,2.387342229395544
15-52,Présidentielle,2022,1,2022-04-10,13,57,15,15,52,57.0,1547.0,1134.0,1135,7.0,6.0,1122.0,9,17.0,286.0,29.0,117.0,86.0,366.0,34.0,66.0,91,5.0,16.0,48.83102525705923,2.296195040399814
8-8,Présidentielle,2022,1,2022-04-10,01,32,08,08,8,70.0,1481.0,1216.0,1216,10.0,6.0,1200.0,3,16.0,546.0,13.0,58.0,117.0,217.0,26.0,80.0,110,7.0,7.0,48.87854719993277,2.3254039632622345
18-10,Présidentielle,2022,1,2022-04-10,18,70,18,18,10,72.0,1701.0,1245.0,1252,10.0,3.0,1239.0,4,29.0,334.0,8.0,44.0,38.0,555.0,36.0,151.0,28,7.0,5.0,48.89452079017008,2.3458404201971663
7-10,Présidentielle,2022,1,2022-04-10,12,27,07,07,10,74.0,1589.0,1297.0,1297,7.0,4.0,1286.0,0,9.0,568.0,24.0,107.0,177.0,148.0,18.0,93.0,122,3.0,17.0,48.85029822858012,2.3178169392070553
17-44,Présidentielle,2022,1,2022-04-10,04,66,17,17,44,64.0,1585.0,1315.0,1318,9.0,2.0,1307.0,1,5.0,660.0,7.0,57.0,211.0,109.0,17.0,64.0,162,0.0,14.0,48.88075580455906,2.3057114134799686
15-8,Présidentielle,2022,1,2022-04-10,12,59,15,15,8,78.0,1391.0,1178.0,1178,7.0,1.0,1170.0,0,15.0,554.0,11.0,63.0,80.0,187.0,25.0,93.0,126,3.0,13.0,48.84547537107098,2.2910301497710726
11-23,Présidentielle,2022,1,2022-04-10,07,41,11,11,23,81.0,1663.0,1335.0,1335,8.0,3.0,1324.0,1,32.0,435.0,14.0,49.0,65.0,474.0,40.0,159.0,39,8.0,8.0,48.86692523987219,2.3719830346931423
20-73,Présidentielle,2022,1,2022-04-10,06,77,20,20,73,89.0,1663.0,1337.0,1337,12.0,2.0,1323.0,7,25.0,302.0,4.0,40.0,38.0,710.0,27.0,129.0,19,7.0,15.0,48.870608084175934,2.3918602537112705
10-22,Présidentielle,2022,1,2022-04-10,05,40,10,10,22,71.0,1432.0,1158.0,1158,14.0,3.0,1141.0,2,21.0,337.0,12.0,54.0,56.0,446.0,31.0,133.0,37,10.0,2.0,48.87978109201179,2.36584024416718
